pointId,recordDate,latitude,longitude,device_name,totalTrashCount
P000056,2001-01-18 09:00:05,40.0004497,140.0000985,DEV_A,0
P000057,2001-01-18 09:00:06,40.0005403,140.0001194,DEV_A,0
P000058,2001-01-18 09:00:07,40.0000256,140.0000242,DEV_A,2
P000059,2001-01-18 09:00:08,40.0004364,140.0000966,DEV_A,1
P000060,2001-01-18 09:00:09,40.000104,140.0004509,DEV_A,3
P000061,2001-01-21 09:00:00,39.9999986,140.0000002,DEV_A,0
P000062,2001-01-21 09:00:01,40.0000918,140.0000178,DEV_A,0
P000063,2001-01-21 09:00:02,40.0001806,140.0000406,DEV_A,0
P000064,2001-01-21 09:00:03,40.000271,140.0000591,DEV_A,0
P000065,2001-01-21 09:00:04,40.0003595,140.00008,DEV_A,0
P000066,2001-01-21 09:00:05,40.000449,140.0000988,DEV_A,0
P000067,2001-01-21 09:00:06,40.0005391,140.0001199,DEV_A,0
P000068,2001-01-21 09:00:07,40.0000219,140.0000199,DEV_A,1
P000069,2001-01-21 09:00:08,40.0004466,140.0000964,DEV_A,1
P000070,2001-01-21 09:00:09,40.0000996,140.0004547,DEV_A,3
P000071,2001-01-24 09:00:00,40.0000013,140.0000004,DEV_A,0
P000072,2001-01-24 09:00:01,40.0000899,140.0000203,DEV_A,0
P000073,2001-01-24 09:00:02,40.0001802,140.0000414,DEV_A,0
P000074,2001-01-24 09:00:03,40.0002703,140.0000606,DEV_A,0
P000075,2001-01-24 09:00:04,40.00036,140.0000814,DEV_A,0
P000076,2001-01-24 09:00:05,40.0004479,140.0001004,DEV_A,0
P000077,2001-01-24 09:00:06,40.0005408,140.0001188,DEV_A,0
P000078,2001-01-24 09:00:07,40.0000308,140.0000192,DEV_A,3
P000079,2001-01-24 09:00:08,40.0004544,140.0001011,DEV_A,3
P000080,2001-01-24 09:00:09,40.0001011,140.0004534,DEV_A,1
P000081,2001-01-03 09:00:00,39.999999,139.9999994,DEV_B,0
P000082,2001-01-03 09:00:01,40.0000877,140.0000193,DEV_B,0
P000083,2001-01-03 09:00:02,40.0001807,140.0000405,DEV_B,0
P000084,2001-01-03 09:00:03,40.0002699,140.0000597,DEV_B,0
P000085,2001-01-03 09:00:04,40.0003616,140.0000803,DEV_B,0
P000086,2001-01-03 09:00:05,40.0004509,140.0001004,DEV_B,0
P000087,2001-01-03 09:00:06,40.0005393,140.0001216,DEV_B,0
P000088,2001-01-03 09:00:07,40.0000138,140.000014,DEV_B,2
P000089,2001-01-03 09:00:08,40.0004472,140.000097,DEV_B,3
P000090,2001-01-03 09:00:09,40.0001003,140.0004518,DEV_B,3
P000091,2001-01-06 09:00:00,40.0000011,139.9999988,DEV_B,0
P000092,2001-01-06 09:00:01,40.0000912,140.000019,DEV_B,0
P000093,2001-01-06 09:00:02,40.0001803,140.0000392,DEV_B,0
P000094,2001-01-06 09:00:03,40.0002702,140.0000591,DEV_B,0
P000095,2001-01-06 09:00:04,40.0003597,140.0000817,DEV_B,0
P000096,2001-01-06 09:00:05,40.0004496,140.000102,DEV_B,0
P000097,2001-01-06 09:00:06,40.0005395,140.0001188,DEV_B,0
P000098,2001-01-06 09:00:07,40.0000204,140.000018,DEV_B,3
P000099,2001-01-06 09:00:08,40.0004543,140.0001059,DEV_B,1
P000100,2001-01-06 09:00:09,40.000104,140.0004527,DEV_B,1
P000101,2001-01-09 09:00:00,39.9999991,140.0000002,DEV_B,0
P000102,2001-01-09 09:00:01,40.000091,140.0000211,DEV_B,0
P000103,2001-01-09 09:00:02,40.0001791,140.0000405,DEV_B,0
P000104,2001-01-09 09:00:03,40.0002702,140.0000589,DEV_B,0
P000105,2001-01-09 09:00:04,40.0003605,140.0000777,DEV_B,0
P000106,2001-01-09 09:00:05,40.0004503,140.0001025,DEV_B,0
P000107,2001-01-09 09:00:06,40.000539,140.00012,DEV_B,0
P000108,2001-01-09 09:00:07,40.0000105,140.0000162,DEV_B,3
P000109,2001-01-09 09:00:08,40.0004498,140.0000982,DEV_B,3
P000110,2001-01-09 09:00:09,40.000101,140.0004524,DEV_B,2
P000111,2001-01-12 09:00:00,39.9999994,140.0000014,DEV_B,0
P000112,2001-01-12 09:00:01,40.0000912,140.0000184,DEV_B,0
P000113,2001-01-12 09:00:02,40.0001807,140.0000408,DEV_B,0
P000114,2001-01-12 09:00:03,40.000271,140.0000605,DEV_B,0
P000115,2001-01-12 09:00:04,40.0003587,140.0000797,DEV_B,0
P000116,2001-01-12 09:00:05,40.0004479,140.0000998,DEV_B,0
P000117,2001-01-12 09:00:06,40.000542,140.0001207,DEV_B,0
P000118,2001-01-12 09:00:07,40.0000242,140.0000174,DEV_B,2
P000119,2001-01-12 09:00:08,40.0004446,140.0001006,DEV_B,2
P000120,2001-01-12 09:00:09,40.0001057,140.0004418,DEV_B,3
P000121,2001-01-15 09:00:00,39.9999995,139.9999999,DEV_B,0
P000122,2001-01-15 09:00:01,40.0000899,140.0000186,DEV_B,0
P000123,2001-01-15 09:00:02,40.0001802,140.0000399,DEV_B,0
P000124,2001-01-15 09:00:03,40.0002704,140.0000589,DEV_B,0
P000125,2001-01-15 09:00:04,40.0003602,140.0000802,DEV_B,0
P000126,2001-01-15 09:00:05,40.0004493,140.0000998,DEV_B,0
P000127,2001-01-15 09:00:06,40.0005394,140.0001214,DEV_B,0
P000128,2001-01-15 09:00:07,40.0000044,140.0000128,DEV_B,2
P000129,2001-01-15 09:00:08,40.0004466,140.0000979,DEV_B,2
P000130,2001-01-15 09:00:09,40.0000958,140.0004489,DEV_B,1
P000131,2001-01-18 09:00:00,40.0000004,140.0000003,DEV_B,0
P000132,2001-01-18 09:00:01,40.0000893,140.0000182,DEV_B,0
P000133,2001-01-18 09:00:02,40.0001816,140.0000405,DEV_B,0
P000134,2001-01-18 09:00:03,40.0002704,140.0000601,DEV_B,0
P000135,2001-01-18 09:00:04,40.00036,140.0000808,DEV_B,0
P000136,2001-01-18 09:00:05,40.00045,140.0000994,DEV_B,0
P000137,2001-01-18 09:00:06,40.0005407,140.0001201,DEV_B,0
P000138,2001-01-18 09:00:07,40.0000161,140.0000155,DEV_B,2
P000139,2001-01-18 09:00:08,40.0004599,140.0000974,DEV_B,1
P000140,2001-01-18 09:00:09,40.0001069,140.000453,DEV_B,1
P000141,2001-01-21 09:00:00,39.9999993,139.9999988,DEV_B,0
P000142,2001-01-21 09:00:01,40.0000893,140.0000197,DEV_B,0
P000143,2001-01-21 09:00:02,40.0001804,140.000041,DEV_B,0
P000144,2001-01-21 09:00:03,40.0002704,140.0000615,DEV_B,0
P000145,2001-01-21 09:00:04,40.0003592,140.0000819,DEV_B,0
P000146,2001-01-21 09:00:05,40.0004492,140.0001012,DEV_B,0
P000147,2001-01-21 09:00:06,40.0005391,140.0001203,DEV_B,0
P000148,2001-01-21 09:00:07,40.0000203,140.0000226,DEV_B,2
P000149,2001-01-21 09:00:08,40.0004489,140.0000997,DEV_B,2
P000150,2001-01-21 09:00:09,40.0000963,140.0004419,DEV_B,2
P000151,2001-01-24 09:00:00,40.0000007,139.9999991,DEV_B,0
P000152,2001-01-24 09:00:01,40.0000893,140.000021,DEV_B,0
P000153,2001-01-24 09:00:02,40.0001795,140.0000384,DEV_B,0
P000154,2001-01-24 09:00:03,40.000269,140.0000589,DEV_B,0
P000155,2001-01-24 09:00:04,40.000359,140.0000807,DEV_B,0
P000156,2001-01-24 09:00:05,40.0004501,140.0000985,DEV_B,0
P000157,2001-01-24 09:00:06,40.0005395,140.0001189,DEV_B,0
P000158,2001-01-24 09:00:07,40.000014,140.0000125,DEV_B,1
P000159,2001-01-24 09:00:08,40.0004485,140.0001029,DEV_B,3
P000160,2001-01-24 09:00:09,40.0001027,140.0004527,DEV_B,2
P000161,2001-01-03 09:00:00,40.0000022,140.0000003,DEV_C,0
P000162,2001-01-03 09:00:01,40.0000898,140.0000206,DEV_C,0
P000163,2001-01-03 09:00:02,40.0001818,140.000041,DEV_C,0
P000164,2001-01-03 09:00:03,40.0002695,140.0000591,DEV_C,0
P000165,2001-01-03 09:00:04,40.0003591,140.0000793,DEV_C,0
P000166,2001-01-03 09:00:05,40.0004504,140.0001008,DEV_C,0
P000167,2001-01-03 09:00:06,40.0005377,140.00012,DEV_C,0
P000168,2001-01-03 09:00:07,40.0000145,140.0000234,DEV_C,2
P000169,2001-01-03 09:00:08,40.0004478,140.0000952,DEV_C,2
P000170,2001-01-03 09:00:09,40.0000944,140.0004466,DEV_C,3
P000171,2001-01-06 09:00:00,40.0000024,140.0,DEV_C,0
P000172,2001-01-06 09:00:01,40.0000888,140.0000201,DEV_C,0
P000173,2001-01-06 09:00:02,40.0001791,140.0000405,DEV_C,0
P000174,2001-01-06 09:00:03,40.0002689,140.0000596,DEV_C,0
P000175,2001-01-06 09:00:04,40.00036,140.0000805,DEV_C,0
P000176,2001-01-06 09:00:05,40.0004499,140.0001013,DEV_C,0
P000177,2001-01-06 09:00:06,40.0005401,140.0001182,DEV_C,0
P000178,2001-01-06 09:00:07,40.0000246,140.0000185,DEV_C,1
P000179,2001-01-06 09:00:08,40.000445,140.0001004,DEV_C,2
P000180,2001-01-06 09:00:09,40.0001068,140.0004482,DEV_C,3
P000181,2001-01-09 09:00:00,40.0000014,139.9999989,DEV_C,0
P000182,2001-01-09 09:00:01,40.0000909,140.0000211,DEV_C,0
P000183,2001-01-09 09:00:02,40.0001812,140.0000418,DEV_C,0
P000184,2001-01-09 09:00:03,40.0002688,140.0000604,DEV_C,0
P000185,2001-01-09 09:00:04,40.0003601,140.0000804,DEV_C,0
P000186,2001-01-09 09:00:05,40.0004511,140.0001001,DEV_C,0
P000187,2001-01-09 09:00:06,40.0005392,140.0001199,DEV_C,0
P000188,2001-01-09 09:00:07,40.0000277,140.0000141,DEV_C,1
P000189,2001-01-09 09:00:08,40.0004451,140.0001055,DEV_C,3
P000190,2001-01-09 09:00:09,40.0000994,140.0004506,DEV_C,3
P000191,2001-01-12 09:00:00,39.999999,140.0000022,DEV_C,0
P000192,2001-01-12 09:00:01,40.0000888,140.0000181,DEV_C,0
P000193,2001-01-12 09:00:02,40.0001785,140.0000402,DEV_C,0
P000194,2001-01-12 09:00:03,40.0002705,140.0000578,DEV_C,0
P000195,2001-01-12 09:00:04,40.0003604,140.0000797,DEV_C,0
P000196,2001-01-12 09:00:05,40.0004507,140.0000996,DEV_C,0
P000197,2001-01-12 09:00:06,40.0005409,140.0001206,DEV_C,0
P000198,2001-01-12 09:00:07,40.0000141,140.0000272,DEV_C,2
P000199,2001-01-12 09:00:08,40.0004537,140.0001063,DEV_C,3
P000200,2001-01-12 09:00:09,40.0000959,140.0004453,DEV_C,3
P000201,2001-01-15 09:00:00,40.0000003,140.0000013,DEV_C,0
P000202,2001-01-15 09:00:01,40.0000914,140.00002,DEV_C,0
P000203,2001-01-15 09:00:02,40.0001792,140.0000432,DEV_C,0
P000204,2001-01-15 09:00:03,40.0002721,140.0000599,DEV_C,0
P000205,2001-01-15 09:00:04,40.0003591,140.0000796,DEV_C,0
P000206,2001-01-15 09:00:05,40.0004503,140.0001011,DEV_C,0
P000207,2001-01-15 09:00:06,40.000541,140.0001204,DEV_C,0
P000208,2001-01-15 09:00:07,40.0000188,140.0000208,DEV_C,1
P000209,2001-01-15 09:00:08,40.0004495,140.0001026,DEV_C,3
P000210,2001-01-15 09:00:09,40.0000983,140.0004485,DEV_C,2
P000211,2001-01-18 09:00:00,39.9999989,139.9999993,DEV_C,0
P000212,2001-01-18 09:00:01,40.0000897,140.0000197,DEV_C,0
P000213,2001-01-18 09:00:02,40.0001794,140.0000411,DEV_C,0
P000214,2001-01-18 09:00:03,40.0002702,140.0000603,DEV_C,0
P000215,2001-01-18 09:00:04,40.0003602,140.0000793,DEV_C,0
P000216,2001-01-18 09:00:05,40.0004491,140.0001008,DEV_C,0
P000217,2001-01-18 09:00:06,40.0005396,140.0001182,DEV_C,0
P000218,2001-01-18 09:00:07,40.000009,140.0000211,DEV_C,1
P000219,2001-01-18 09:00:08,40.0004497,140.0000973,DEV_C,2
P000220,2001-01-18 09:00:09,40.0000938,140.0004499,DEV_C,2
P000221,2001-01-21 09:00:00,40.0000007,139.9999983,DEV_C,0
P000222,2001-01-21 09:00:01,40.0000887,140.0000187,DEV_C,0
P000223,2001-01-21 09:00:02,40.0001798,140.0000409,DEV_C,0
P000224,2001-01-21 09:00:03,40.0002703,140.0000582,DEV_C,0
P000225,2001-01-21 09:00:04,40.0003601,140.0000808,DEV_C,0
P000226,2001-01-21 09:00:05,40.0004496,140.0001019,DEV_C,0
P000227,2001-01-21 09:00:06,40.0005393,140.0001212,DEV_C,0
P000228,2001-01-21 09:00:07,40.0000318,140.0000136,DEV_C,3
P000229,2001-01-21 09:00:08,40.0004661,140.0000911,DEV_C,1
P000230,2001-01-21 09:00:09,40.0001014,140.0004479,DEV_C,3
P000231,2001-01-24 09:00:00,39.9999997,139.9999987,DEV_C,0
P000232,2001-01-24 09:00:01,40.0000916,140.0000189,DEV_C,0
P000233,2001-01-24 09:00:02,40.0001796,140.0000393,DEV_C,0
P000234,2001-01-24 09:00:03,40.0002696,140.0000601,DEV_C,0
P000235,2001-01-24 09:00:04,40.0003592,140.0000798,DEV_C,0
P000236,2001-01-24 09:00:05,40.0004517,140.0001011,DEV_C,0
P000237,2001-01-24 09:00:06,40.0005397,140.0001209,DEV_C,0
P000238,2001-01-24 09:00:07,40.0000162,140.0000211,DEV_C,3
P000239,2001-01-24 09:00:08,40.0004443,140.0000957,DEV_C,3
P000240,2001-01-24 09:00:09,40.0001027,140.0004508,DEV_C,3
P000241,2001-02-02 09:00:00,40.0000004,140.0000008,DEV_A,0
P000242,2001-02-02 09:00:01,40.0000902,140.0000191,DEV_A,0
P000243,2001-02-02 09:00:02,40.0001792,140.0000412,DEV_A,0
P000244,2001-02-02 09:00:03,40.0002714,140.0000606,DEV_A,0
P000245,2001-02-02 09:00:04,40.0003584,140.0000816,DEV_A,0
P000246,2001-02-02 09:00:05,40.0004503,140.0000999,DEV_A,0
P000247,2001-02-02 09:00:06,40.00054,140.0001196,DEV_A,0
P000248,2001-02-02 09:00:07,40.0000288,140.0000284,DEV_A,2
P000249,2001-02-02 09:00:08,40.0004515,140.0001064,DEV_A,3
P000250,2001-02-02 09:00:09,40.0001047,140.0004583,DEV_A,2
P000251,2001-02-05 09:00:00,40.0000012,140.0000004,DEV_A,0
P000252,2001-02-05 09:00:01,40.0000887,140.0000188,DEV_A,0
P000253,2001-02-05 09:00:02,40.000179,140.0000386,DEV_A,0
P000254,2001-02-05 09:00:03,40.00027,140.0000595,DEV_A,0
P000255,2001-02-05 09:00:04,40.00036,140.0000807,DEV_A,0
P000256,2001-02-05 09:00:05,40.0004518,140.0001002,DEV_A,0
P000257,2001-02-05 09:00:06,40.0005381,140.0001214,DEV_A,0
P000258,2001-02-05 09:00:07,40.0000193,140.0000258,DEV_A,1
P000259,2001-02-05 09:00:08,40.0004514,140.0000992,DEV_A,1
P000260,2001-02-05 09:00:09,40.0000966,140.0004507,DEV_A,3
P000261,2001-02-08 09:00:00,39.9999996,139.9999978,DEV_A,0
P000262,2001-02-08 09:00:01,40.0000903,140.0000171,DEV_A,0
P000263,2001-02-08 09:00:02,40.0001785,140.0000395,DEV_A,0
P000264,2001-02-08 09:00:03,40.0002704,140.0000608,DEV_A,0
P000265,2001-02-08 09:00:04,40.0003608,140.0000806,DEV_A,0
P000266,2001-02-08 09:00:05,40.0004496,140.0001012,DEV_A,0
P000267,2001-02-08 09:00:06,40.0005397,140.0001211,DEV_A,0
P000268,2001-02-08 09:00:07,40.0000087,140.0000151,DEV_A,2
P000269,2001-02-08 09:00:08,40.0004379,140.000104,DEV_A,2
P000270,2001-02-08 09:00:09,40.0001039,140.0004473,DEV_A,3
P000271,2001-02-11 09:00:00,40.0000009,139.9999999,DEV_A,0
P000272,2001-02-11 09:00:01,40.00009,140.0000198,DEV_A,0
P000273,2001-02-11 09:00:02,40.00018,140.0000411,DEV_A,0
P000274,2001-02-11 09:00:03,40.0002714,140.0000614,DEV_A,0
P000275,2001-02-11 09:00:04,40.0003609,140.0000807,DEV_A,0
P000276,2001-02-11 09:00:05,40.0004504,140.0001017,DEV_A,0
P000277,2001-02-11 09:00:06,40.0005395,140.0001194,DEV_A,0
P000278,2001-02-11 09:00:07,40.0000202,140.0000116,DEV_A,3
P000279,2001-02-11 09:00:08,40.0004496,140.0000948,DEV_A,3
P000280,2001-02-11 09:00:09,40.0000988,140.0004503,DEV_A,2
P000281,2001-02-14 09:00:00,39.9999994,139.9999988,DEV_A,0
P000282,2001-02-14 09:00:01,40.0000899,140.0000204,DEV_A,0
P000283,2001-02-14 09:00:02,40.0001782,140.0000406,DEV_A,0
P000284,2001-02-14 09:00:03,40.0002697,140.0000596,DEV_A,0
P000285,2001-02-14 09:00:04,40.0003591,140.0000798,DEV_A,0
P000286,2001-02-14 09:00:05,40.000451,140.0001005,DEV_A,0
P000287,2001-02-14 09:00:06,40.0005408,140.0001196,DEV_A,0
P000288,2001-02-14 09:00:07,40.0000279,140.0000263,DEV_A,1
P000289,2001-02-14 09:00:08,40.0004503,140.0001137,DEV_A,2
P000290,2001-02-14 09:00:09,40.0000948,140.0004585,DEV_A,2
P000291,2001-02-17 09:00:00,40.0000008,139.9999985,DEV_A,0
P000292,2001-02-17 09:00:01,40.0000901,140.0000212,DEV_A,0
P000293,2001-02-17 09:00:02,40.0001797,140.0000406,DEV_A,0
P000294,2001-02-17 09:00:03,40.00027,140.000061,DEV_A,0
P000295,2001-02-17 09:00:04,40.0003618,140.0000789,DEV_A,0
P000296,2001-02-17 09:00:05,40.0004497,140.0001004,DEV_A,0
P000297,2001-02-17 09:00:06,40.0005394,140.0001192,DEV_A,0
P000298,2001-02-17 09:00:07,40.0000183,140.0000186,DEV_A,3
P000299,2001-02-17 09:00:08,40.000454,140.0001037,DEV_A,2
P000300,2001-02-17 09:00:09,40.000106,140.0004432,DEV_A,3
P000301,2001-02-20 09:00:00,40.0000005,139.9999984,DEV_A,0
P000302,2001-02-20 09:00:01,40.0000919,140.0000191,DEV_A,0
P000303,2001-02-20 09:00:02,40.0001803,140.0000407,DEV_A,0
P000304,2001-02-20 09:00:03,40.0002711,140.0000593,DEV_A,0
P000305,2001-02-20 09:00:04,40.0003595,140.0000804,DEV_A,0
P000306,2001-02-20 09:00:05,40.0004506,140.0001009,DEV_A,0
P000307,2001-02-20 09:00:06,40.0005399,140.0001193,DEV_A,0
P000308,2001-02-20 09:00:07,40.0000133,140.0000287,DEV_A,1
P000309,2001-02-20 09:00:08,40.0004535,140.0001014,DEV_A,1
P000310,2001-02-20 09:00:09,40.0001068,140.0004497,DEV_A,3
P000311,2001-02-23 09:00:00,39.999998,140.0,DEV_A,0
P000312,2001-02-23 09:00:01,40.0000891,140.0000198,DEV_A,0
P000313,2001-02-23 09:00:02,40.0001812,140.0000401,DEV_A,0
P000314,2001-02-23 09:00:03,40.0002711,140.0000598,DEV_A,0
P000315,2001-02-23 09:00:04,40.0003604,140.0000796,DEV_A,0
P000316,2001-02-23 09:00:05,40.0004475,140.0000993,DEV_A,0
P000317,2001-02-23 09:00:06,40.0005397,140.0001202,DEV_A,0
P000318,2001-02-23 09:00:07,40.00002,140.0000194,DEV_A,1
P000319,2001-02-23 09:00:08,40.000448,140.0001044,DEV_A,2
P000320,2001-02-23 09:00:09,40.0000986,140.0004493,DEV_A,3
P000321,2001-02-02 09:00:00,39.9999985,140.0000002,DEV_B,0
P000322,2001-02-02 09:00:01,40.0000917,140.0000198,DEV_B,0
P000323,2001-02-02 09:00:02,40.0001799,140.0000398,DEV_B,0
P000324,2001-02-02 09:00:03,40.0002701,140.0000613,DEV_B,0
P000325,2001-02-02 09:00:04,40.000362,140.0000805,DEV_B,0
P000326,2001-02-02 09:00:05,40.0004499,140.0001019,DEV_B,0
P000327,2001-02-02 09:00:06,40.0005401,140.0001201,DEV_B,0
P000328,2001-02-02 09:00:07,40.0000183,140.0000185,DEV_B,2
P000329,2001-02-02 09:00:08,40.0004486,140.0001022,DEV_B,3
P000330,2001-02-02 09:00:09,40.0001029,140.0004482,DEV_B,3
P000331,2001-02-05 09:00:00,40.0000001,140.0000001,DEV_B,0
P000332,2001-02-05 09:00:01,40.0000912,140.0000189,DEV_B,0
P000333,2001-02-05 09:00:02,40.0001781,140.0000407,DEV_B,0
P000334,2001-02-05 09:00:03,40.0002698,140.0000614,DEV_B,0
P000335,2001-02-05 09:00:04,40.0003599,140.0000788,DEV_B,0
P000336,2001-02-05 09:00:05,40.0004522,140.0001004,DEV_B,0
P000337,2001-02-05 09:00:06,40.0005396,140.0001193,DEV_B,0
P000338,2001-02-05 09:00:07,40.0000229,140.0000167,DEV_B,2
P000339,2001-02-05 09:00:08,40.0004559,140.0000931,DEV_B,1
P000340,2001-02-05 09:00:09,40.0001084,140.0004547,DEV_B,3
P000341,2001-02-08 09:00:00,40.0000015,139.9999997,DEV_B,0
P000342,2001-02-08 09:00:01,40.0000898,140.0000204,DEV_B,0
P000343,2001-02-08 09:00:02,40.0001789,140.0000431,DEV_B,0
P000344,2001-02-08 09:00:03,40.0002712,140.0000602,DEV_B,0
P000345,2001-02-08 09:00:04,40.0003594,140.0000789,DEV_B,0
P000346,2001-02-08 09:00:05,40.0004504,140.0001007,DEV_B,0
P000347,2001-02-08 09:00:06,40.0005396,140.0001198,DEV_B,0
P000348,2001-02-08 09:00:07,40.0000228,140.0000197,DEV_B,2
P000349,2001-02-08 09:00:08,40.0004513,140.0001037,DEV_B,2
P000350,2001-02-08 09:00:09,40.0000894,140.0004438,DEV_B,2
P000351,2001-02-11 09:00:00,40.0000024,140.0000003,DEV_B,0
P000352,2001-02-11 09:00:01,40.0000885,140.0000197,DEV_B,0
P000353,2001-02-11 09:00:02,40.0001805,140.0000404,DEV_B,0
P000354,2001-02-11 09:00:03,40.0002701,140.0000613,DEV_B,0
P000355,2001-02-11 09:00:04,40.0003591,140.0000778,DEV_B,0
P000356,2001-02-11 09:00:05,40.0004491,140.0000988,DEV_B,0
P000357,2001-02-11 09:00:06,40.0005422,140.0001198,DEV_B,0
P000358,2001-02-11 09:00:07,40.0000129,140.0000231,DEV_B,2
P000359,2001-02-11 09:00:08,40.0004503,140.000101,DEV_B,2
P000360,2001-02-11 09:00:09,40.0000965,140.000453,DEV_B,1
P000361,2001-02-14 09:00:00,40.0000003,140.0000009,DEV_B,0
P000362,2001-02-14 09:00:01,40.0000906,140.0000198,DEV_B,0
P000363,2001-02-14 09:00:02,40.0001799,140.0000406,DEV_B,0
P000364,2001-02-14 09:00:03,40.0002695,140.0000612,DEV_B,0
P000365,2001-02-14 09:00:04,40.0003612,140.000078,DEV_B,0
P000366,2001-02-14 09:00:05,40.0004499,140.0000993,DEV_B,0
P000367,2001-02-14 09:00:06,40.0005394,140.0001201,DEV_B,0
P000368,2001-02-14 09:00:07,40.0000192,140.0000228,DEV_B,1
P000369,2001-02-14 09:00:08,40.0004461,140.0000983,DEV_B,2
P000370,2001-02-14 09:00:09,40.0001086,140.0004472,DEV_B,2
P000371,2001-02-17 09:00:00,39.9999974,139.9999996,DEV_B,0
P000372,2001-02-17 09:00:01,40.0000908,140.0000202,DEV_B,0
P000373,2001-02-17 09:00:02,40.000181,140.0000391,DEV_B,0
P000374,2001-02-17 09:00:03,40.0002694,140.0000593,DEV_B,0
P000375,2001-02-17 09:00:04,40.0003605,140.0000805,DEV_B,0
P000376,2001-02-17 09:00:05,40.0004499,140.0000997,DEV_B,0
P000377,2001-02-17 09:00:06,40.0005397,140.0001201,DEV_B,0
P000378,2001-02-17 09:00:07,40.0000153,140.0000197,DEV_B,1
