grid_id,cell_ix,cell_iy,x_center_m,y_center_m,lon_center,lat_center,n_observation_points,n_observation_days,n_devices_observed,n_points_excluded_abnormal_segments,valid_distance_m,valid_distance_km,n_detection_rows_raw,sum_totalTrashCount_raw,is_effective_coverage,period_label,period_start,period_end
4842_4597,4842,4597,484250.0,459750.0,140.00334851577068,40.00340169323387,384,16,3,96,2929.7299167779324,2.9297299167779323,48,89.0,True,full,2001-01-01,2001-03-01
4842_4599,4842,4599,484250.0,459950.0,140.0034972954108,40.00519427759292,342,16,3,54,2928.845681995383,2.928845681995383,6,9.0,True,full,2001-01-01,2001-03-01
4843_4593,4843,4593,484350.0,459350.0,140.0042164105412,39.99975931701347,48,16,3,48,0.0,0.0,48,108.0,True,full,2001-01-01,2001-03-01
4843_4595,4843,4595,484350.0,459550.0,140.00436519370265,40.001551899795786,48,16,3,48,0.0,0.0,0,0.0,True,full,2001-01-01,2001-03-01
4843_4597,4843,4597,484350.0,459750.0,140.00451399019337,40.003344481560774,336,16,3,96,2439.5006464576254,2.4395006464576254,48,101.0,True,full,2001-01-01,2001-03-01
4843_4598,4843,4598,484350.0,459850.0,140.00458839343764,40.00424077206173,48,16,3,0,488.3519575061226,0.4883519575061226,0,0.0,True,full,2001-01-01,2001-03-01
4843_4599,4843,4599,484350.0,459950.0,140.00466280001473,40.00513706230833,342,16,3,54,2928.572710823126,2.9285727108231256,6,11.0,True,full,2001-01-01,2001-03-01
4844_4593,4844,4593,484450.0,459350.0,140.0053818212775,39.999702100911236,192,16,3,144,487.9878931758426,0.4879878931758426,96,187.0,True,full,2001-01-01,2001-03-01
4844_4594,4844,4594,484450.0,459450.0,140.00545622627956,40.00059839062367,288,16,3,48,2441.256278985871,2.4412562789858714,48,86.0,True,full,2001-01-01,2001-03-01
4844_4595,4844,4595,484450.0,459550.0,140.00553063461447,40.00149468008173,168,16,3,24,1464.8128945799444,1.4648128945799443,24,44.0,True,full,2001-01-01,2001-03-01
4844_4596,4844,4596,484450.0,459650.0,140.00560504628237,40.00239096928539,156,16,3,12,1462.323664275381,1.462323664275381,12,23.0,True,full,2001-01-01,2001-03-01
