pointId,recordDate,latitude,longitude,device_name,totalTrashCount,source_file,date_ts,x_m,y_m,is_detection,dist_m,dt_sec,speed_kmh,speed_flag,device_short
P000481,2001-01-03 09:00:10,40.0,140.0016503,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:10,484128.99818880594,459362.74977709533,False,102.98395651473908,1.0,370.74224345306067,abnormal_high,DEV_A
P000482,2001-01-03 09:00:11,40.0000893,140.0016714,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:11,484130.1682600885,459372.7876603932,False,10.105848203306573,1.0,36.38105353190367,ok,DEV_A
P000483,2001-01-03 09:00:12,40.0001812,140.0016912,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:12,484131.20879754995,459383.1073630184,False,10.372028754318391,1.0,37.339303515546206,ok,DEV_A
P000484,2001-01-03 09:00:13,40.0002685,140.001711,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:13,484132.2819412614,459392.91592325567,False,9.867091331993352,1.0,35.52152879517607,ok,DEV_A
P000485,2001-01-03 09:00:14,40.0003593,140.0017306,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:14,484133.3131743255,459403.1123065808,False,10.24839863324805,1.0,36.894235079692976,ok,DEV_A
P000486,2001-01-03 09:00:15,40.0004505,140.0017513,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:15,484134.43556899234,459413.35913528624,False,10.308116622661336,1.0,37.10921984158081,ok,DEV_A
P000487,2001-01-03 09:00:16,40.0005399,140.0017697,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:16,484135.3741673323,459423.3934114404,False,10.078078427071597,1.0,36.281082337457754,ok,DEV_A
P000488,2001-01-03 09:00:17,40.0000153,140.0016644,DEV_A,2,synthetic_points.csv,2001-01-03 09:00:17,484130.0946773036,459364.52676063846,True,59.10292371451406,1.0,212.77052537225063,abnormal_high,DEV_A
P000489,2001-01-03 09:00:18,40.0004458,140.0017537,DEV_A,3,synthetic_points.csv,2001-01-03 09:00:18,484134.6739882135,459412.8499664374,True,48.539698259198616,1.0,174.74291373311502,abnormal_high,DEV_A
P000490,2001-01-03 09:00:19,40.0001051,140.0021046,DEV_A,3,synthetic_points.csv,2001-01-03 09:00:19,484167.07659073867,459376.90537325345,True,48.39361971958641,1.0,174.2170309905111,abnormal_high,DEV_A
P000961,2001-01-03 09:00:20,40.0000007,140.0033013,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:20,484270.0843946148,459371.83066866844,False,103.13273139991946,1.0,371.27783303971006,abnormal_high,DEV_A
P000962,2001-01-03 09:00:21,40.0000897,140.0033206,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:21,484271.1025840529,459381.82543808274,False,10.04649816488162,1.0,36.16739339357383,ok,DEV_A
P000963,2001-01-03 09:00:22,40.000178,140.0033399,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:22,484272.12573213544,459391.7424253218,False,9.969627269761842,1.0,35.89065817114263,ok,DEV_A
P000964,2001-01-03 09:00:23,40.0002705,140.0033595,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:23,484273.1447271121,459402.127745147,False,10.435191355897857,1.0,37.56668888123229,ok,DEV_A
P000965,2001-01-03 09:00:24,40.0003581,140.0033785,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:24,484274.14719104406,459411.96531449445,False,9.888513771094173,1.0,35.59864957593902,ok,DEV_A
P000966,2001-01-03 09:00:25,40.0004507,140.0034015,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:25,484275.45602082624,459422.3802908237,False,10.496893223120706,1.0,37.78881560323454,ok,DEV_A
P000967,2001-01-03 09:00:26,40.0005397,140.0034217,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:26,484276.55109382264,459432.3799713614,False,10.059462993823237,1.0,36.214066777763655,ok,DEV_A
P000968,2001-01-03 09:00:27,40.000014,140.0033236,DEV_A,3,synthetic_points.csv,2001-01-03 09:00:27,484271.89579065586,459373.4301618137,True,59.133339947022655,1.0,212.88002380928157,abnormal_high,DEV_A
P000969,2001-01-03 09:00:28,40.000443,140.0034055,DEV_A,3,synthetic_points.csv,2001-01-03 09:00:28,484275.85245711263,459421.54649779695,True,48.27874271255625,1.0,173.8034737652025,abnormal_high,DEV_A
P000970,2001-01-03 09:00:29,40.0000982,140.0037493,DEV_A,2,synthetic_points.csv,2001-01-03 09:00:29,484307.6781116781,459385.10813803226,True,48.38002016186235,1.0,174.16807258270447,abnormal_high,DEV_A
P001441,2001-01-03 09:00:30,39.9999996,140.0049488,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:30,484410.8843318726,459380.69509701716,False,103.3005267065045,1.0,371.8818961434162,abnormal_high,DEV_A
P001442,2001-01-03 09:00:31,40.0000893,140.0049696,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:31,484412.0255586217,459390.7758681079,False,10.145163590446971,1.0,36.5225889256091,ok,DEV_A
P001443,2001-01-03 09:00:32,40.0001789,140.0049896,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:32,484413.09912257997,459400.84116347914,False,10.122386600134,1.0,36.4405917604824,ok,DEV_A
P001444,2001-01-03 09:00:33,40.0002707,140.0050098,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:33,484414.17416616227,459411.1520103579,False,10.366739220249332,1.0,37.3202611928976,ok,DEV_A
P001445,2001-01-03 09:00:34,40.0003608,140.0050299,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:34,484415.25271749817,459421.27341137786,False,10.17870480912742,1.0,36.64333731285872,ok,DEV_A
P001446,2001-01-03 09:00:35,40.0004501,140.0050488,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:35,484416.23438912624,459431.29937164503,False,10.073904827041304,1.0,36.266057377348695,ok,DEV_A
P001447,2001-01-03 09:00:36,40.000541,140.0050689,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:36,484417.307254033,459441.50966816925,False,10.266508375328298,1.0,36.95943015118188,ok,DEV_A
P001448,2001-01-03 09:00:37,40.0000183,140.0049637,DEV_A,2,synthetic_points.csv,2001-01-03 09:00:37,484412.0250059557,459382.8542933924,True,58.89274263408117,1.0,212.01387348269222,abnormal_high,DEV_A
P001449,2001-01-03 09:00:38,40.0004531,140.0050599,DEV_A,3,synthetic_points.csv,2001-01-03 09:00:38,484417.1616859365,459431.6932836449,True,49.10837454152887,1.0,176.79014834950394,abnormal_high,DEV_A
P001450,2001-01-03 09:00:39,40.0000888,140.0054052,DEV_A,3,synthetic_points.csv,2001-01-03 09:00:39,484449.2545945472,459393.09683703346,True,50.19602050089102,1.0,180.70567380320767,abnormal_high,DEV_A
P001921,2001-01-03 09:00:40,40.0016487,139.9999986,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:40,483976.16209934425,459536.9456829601,False,494.4785126694467,1.0,1780.122645610008,abnormal_high,DEV_A
P001922,2001-01-03 09:00:41,40.0017395,140.000021,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:41,483977.43275114946,459547.1572917957,False,10.290360101651098,1.0,37.045296365943955,ok,DEV_A
P001923,2001-01-03 09:00:42,40.0018286,140.0000396,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:42,483978.39071429713,459557.15928758204,False,10.047766572824525,1.0,36.17195966216829,ok,DEV_A
P001924,2001-01-03 09:00:43,40.0019206,140.0000596,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:43,483979.447755386,459567.49115710007,False,10.385801057274037,1.0,37.388883806186534,ok,DEV_A
P001925,2001-01-03 09:00:44,40.0020097,140.0000789,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:44,483980.465526377,459577.4969694206,False,10.057441920459306,1.0,36.2067909136535,ok,DEV_A
P001926,2001-01-03 09:00:45,40.0021001,140.0000993,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:45,483981.5680785328,459587.65323155426,False,10.215932741762579,1.0,36.777357870345284,ok,DEV_A
P001927,2001-01-03 09:00:46,40.0021892,140.0001195,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:46,483982.66274802387,459597.6639506751,False,10.070392177627822,1.0,36.253411839460156,ok,DEV_A
P001928,2001-01-03 09:00:47,40.0016715,140.0000246,DEV_A,3,synthetic_points.csv,2001-01-03 09:00:47,483978.22235319926,459539.6208930746,True,58.21265877636539,1.0,209.5655715949154,abnormal_high,DEV_A
P001929,2001-01-03 09:00:48,40.002094,140.0000902,DEV_A,3,synthetic_points.csv,2001-01-03 09:00:48,483980.83367094066,459586.9258089042,True,47.37693575986037,1.0,170.55696873549735,abnormal_high,DEV_A
P001930,2001-01-03 09:00:49,40.0017499,140.0004494,DEV_A,1,synthetic_points.csv,2001-01-03 09:00:49,484013.96827998426,459550.6481310051,True,49.13219138430202,1.0,176.87588898348727,abnormal_high,DEV_A
P002293,2001-01-03 09:00:50,40.0016501,140.0016508,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:50,484117.34238894394,459546.108344838,False,103.47374576022825,1.0,372.5054847368217,abnormal_high,DEV_A
P002294,2001-01-03 09:00:51,40.00174,140.0016698,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:51,484118.32868351915,459556.20145012456,False,10.141180962499284,1.0,36.50825146499742,ok,DEV_A
P002295,2001-01-03 09:00:52,40.0018292,140.001689,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:52,484119.3370265857,459566.21786374843,False,10.067040162053994,1.0,36.24134458339438,ok,DEV_A
P002296,2001-01-03 09:00:53,40.0019193,140.0017102,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:53,484120.5098944625,459576.3451889508,False,10.195015194272791,1.0,36.70205469938205,ok,DEV_A
P002297,2001-01-03 09:00:54,40.0020109,140.0017297,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:54,484121.52684727317,459586.62992255675,False,10.334889373569641,1.0,37.20560174485071,ok,DEV_A
P002298,2001-01-03 09:00:55,40.0021018,140.0017511,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:55,484122.71112242463,459596.84723376826,False,10.285716116404863,1.0,37.02857801905751,ok,DEV_A
P002299,2001-01-03 09:00:56,40.0021899,140.0017702,DEV_A,0,synthetic_points.csv,2001-01-03 09:00:56,484123.7186962764,459606.74087430834,False,9.944814136172736,1.0,35.80133089022185,ok,DEV_A
P002300,2001-01-03 09:00:57,40.0016692,140.0016601,DEV_A,2,synthetic_points.csv,2001-01-03 09:00:57,484118.00171516504,459548.2814061613,True,58.73834598505697,1.0,211.45804554620508,abnormal_high,DEV_A
P002301,2001-01-03 09:00:58,40.0020909,140.0017537,DEV_A,2,synthetic_points.csv,2001-01-03 09:00:58,484123.0105862668,459595.6502238089,True,47.6329053810799,1.0,171.47845937188765,abnormal_high,DEV_A
P002302,2001-01-03 09:00:59,40.0017481,140.0020907,DEV_A,1,synthetic_points.csv,2001-01-03 09:00:59,484154.2395975594,459559.39650740026,True,47.84958829236025,1.0,172.2585178524969,abnormal_high,DEV_A
P002665,2001-01-03 09:01:00,40.0016491,140.0032993,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:00,484258.2235751415,459554.98679128604,False,104.0774384293215,1.0,374.6787783455574,abnormal_high,DEV_A
P002666,2001-01-03 09:01:01,40.0017405,140.0033211,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:01,484259.43832224136,459565.2618801407,False,10.346644938708424,1.0,37.24792177935033,ok,DEV_A
P002667,2001-01-03 09:01:02,40.0018312,140.0033398,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:02,484260.3931146744,459575.44227946457,False,10.225075011154486,1.0,36.81027004015615,ok,DEV_A
P002668,2001-01-03 09:01:03,40.0019207,140.0033619,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:03,484261.646960972,459585.5078813103,False,10.14339544012907,1.0,36.51622358446465,ok,DEV_A
P002669,2001-01-03 09:01:04,40.0020107,140.0033814,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:04,484262.6750708541,459595.61486221617,False,10.159137412262112,1.0,36.572894684143606,ok,DEV_A
P002670,2001-01-03 09:01:05,40.0020991,140.0034009,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:05,484263.7145222968,459605.54405468755,False,9.98345243066744,1.0,35.94042875040278,ok,DEV_A
P002671,2001-01-03 09:01:06,40.0021909,140.0034188,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:06,484264.59312694764,459615.84232252615,False,10.335679300757235,1.0,37.20844548272605,ok,DEV_A
P002672,2001-01-03 09:01:07,40.0016705,140.0033234,DEV_A,2,synthetic_points.csv,2001-01-03 09:01:07,484260.13129854994,459557.4961592031,True,58.51651636220799,1.0,210.65945890394875,abnormal_high,DEV_A
P002673,2001-01-03 09:01:08,40.0021048,140.0034051,DEV_A,1,synthetic_points.csv,2001-01-03 09:01:08,484264.03301057365,459606.2003349138,True,48.86020966361667,1.0,175.89675478902004,abnormal_high,DEV_A
P002674,2001-01-03 09:01:09,40.0017493,140.0037521,DEV_A,2,synthetic_points.csv,2001-01-03 09:01:09,484296.20737602003,459568.5904842135,True,49.49434979445966,1.0,178.17965926005476,abnormal_high,DEV_A
P003037,2001-01-03 09:01:10,40.0016523,140.0049497,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:10,484399.2374064711,459564.34493504564,False,103.11746633081158,1.0,371.2228787909217,abnormal_high,DEV_A
P003038,2001-01-03 09:01:11,40.0017398,140.0049705,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:11,484400.3941744918,459574.1812474677,False,9.904097854836039,1.0,35.65475227740974,ok,DEV_A
P003039,2001-01-03 09:01:12,40.0018283,140.00499,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:12,484401.4327503577,459584.12158625136,False,9.994447206488147,1.0,35.98000994335733,ok,DEV_A
P003040,2001-01-03 09:01:13,40.0019188,140.0050114,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:13,484402.61949849443,459594.294527505,False,10.241928768055791,1.0,36.87094356500085,ok,DEV_A
P003041,2001-01-03 09:01:14,40.0020097,140.00503,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:14,484403.5641274337,459604.4966407128,False,10.245752180159062,1.0,36.884707848572624,ok,DEV_A
P003042,2001-01-03 09:01:15,40.0020985,140.0050519,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:15,484404.8056513322,459614.4834100745,False,10.063644661581632,1.0,36.22912078169388,ok,DEV_A
P003043,2001-01-03 09:01:16,40.0021885,140.0050688,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:16,484405.61137968034,459624.5762432202,False,10.124943411094755,1.0,36.44979627994112,ok,DEV_A
P003044,2001-01-03 09:01:17,40.0016672,140.00496,DEV_A,1,synthetic_points.csv,2001-01-03 09:01:17,484400.01190425555,459566.05678765377,True,58.78674004248843,1.0,211.63226415295836,abnormal_high,DEV_A
P003045,2001-01-03 09:01:18,40.0021056,140.0050558,DEV_A,1,synthetic_points.csv,2001-01-03 09:01:18,484405.088559594,459615.29362600984,True,49.497865415864894,1.0,178.1923154971136,abnormal_high,DEV_A
P003046,2001-01-03 09:01:19,40.0017478,140.0054037,DEV_A,2,synthetic_points.csv,2001-01-03 09:01:19,484437.3569068481,459577.4336502202,True,49.745592782680085,1.0,179.0841340176483,abnormal_high,DEV_A
P003409,2001-01-03 09:01:20,40.003299,139.9999994,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:20,483964.5335529613,459720.3280201821,False,493.9440504222533,1.0,1778.198581520112,abnormal_high,DEV_A
P003410,2001-01-03 09:01:21,40.0033896,140.0000197,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:21,483965.6261008375,459730.5059599278,False,10.236411398977943,1.0,36.85108103632059,ok,DEV_A
P003411,2001-01-03 09:01:22,40.0034799,140.0000399,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:22,483966.71222390374,459740.6500197239,False,10.202039622658452,1.0,36.72734264157043,ok,DEV_A
P003412,2001-01-03 09:01:23,40.0035693,140.0000619,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:23,483967.9585365647,459750.70388548716,False,10.130819909277628,1.0,36.47095167339946,ok,DEV_A
P003413,2001-01-03 09:01:24,40.0036596,140.0000792,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:24,483968.7968332167,459760.83213868545,False,10.16288611199064,1.0,36.5863900031663,ok,DEV_A
P003414,2001-01-03 09:01:25,40.0037504,140.000099,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:25,483969.8452137472,459771.0295786187,False,10.251189342171372,1.0,36.90428163181694,ok,DEV_A
P003415,2001-01-03 09:01:26,40.0038403,140.00012,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:26,483971.0025115529,459781.1335540404,False,10.170037243453445,1.0,36.612134076432405,ok,DEV_A
P003416,2001-01-03 09:01:27,40.0033246,140.0000147,DEV_A,1,synthetic_points.csv,2001-01-03 09:01:27,483965.6595458468,459723.25603792904,True,58.123610983462946,1.0,209.2449995404666,abnormal_high,DEV_A
P003793,2001-01-03 09:01:28,40.0032994,140.0016507,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:28,484105.64058512106,459729.37474790076,False,140.11470289736715,1.0,504.4129304305218,abnormal_high,DEV_A
P003794,2001-01-03 09:01:29,40.0033893,140.0016707,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:29,484106.7122720342,459739.4733067342,False,10.155264809533477,1.0,36.55895331432052,ok,DEV_A
P003795,2001-01-03 09:01:30,40.0034811,140.0016908,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:30,484107.77902753174,459749.7835355641,False,10.365268246248233,1.0,37.314965686493636,ok,DEV_A
P003796,2001-01-03 09:01:31,40.0035714,140.0017096,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:31,484108.7453227144,459759.91999962804,False,10.182417694230676,1.0,36.656703699230434,ok,DEV_A
P003797,2001-01-03 09:01:32,40.0036613,140.0017295,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:32,484109.8084471737,459770.0180147145,False,10.153824023578824,1.0,36.55376648488377,ok,DEV_A
P003798,2001-01-03 09:01:33,40.0037484,140.0017499,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:33,484110.9341449702,459779.80762611714,False,9.854120302914465,1.0,35.474833090492076,ok,DEV_A
P003799,2001-01-03 09:01:34,40.003842,140.001769,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:34,484111.90266190015,459790.3124168564,False,10.549343748286255,1.0,37.97763749383052,ok,DEV_A
P003800,2001-01-03 09:01:35,40.003329,140.001663,DEV_A,1,synthetic_points.csv,2001-01-03 09:01:35,484106.4818040559,459732.73090627894,True,57.83611380573878,1.0,208.2100097006596,abnormal_high,DEV_A
P004177,2001-01-03 09:01:36,40.0032985,140.0032992,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:36,484246.51763346564,459738.26439553074,False,140.14511415589607,1.0,504.52241096122583,abnormal_high,DEV_A
P004178,2001-01-03 09:01:37,40.0033903,140.0033202,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:37,484247.6611131612,459748.5795696145,False,10.378360284369288,1.0,37.36209702372944,ok,DEV_A
P004179,2001-01-03 09:01:38,40.0034815,140.0033404,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:38,484248.74047911994,459758.8237101494,False,10.300846866718254,1.0,37.083048720185715,ok,DEV_A
P004180,2001-01-03 09:01:39,40.0035709,140.0033587,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:39,484249.6702433809,459768.8574758805,False,10.076751278427698,1.0,36.276304602339714,ok,DEV_A
P004181,2001-01-03 09:01:40,40.0036603,140.0033796,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:40,484250.82218122104,459778.9054227601,False,10.113762765838324,1.0,36.40954595701797,ok,DEV_A
P004182,2001-01-03 09:01:41,40.0037495,140.0034013,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:41,484252.04389426945,459788.9355098909,False,10.10421845685131,1.0,36.37518644466472,ok,DEV_A
P004183,2001-01-03 09:01:42,40.0038401,140.00342,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:42,484252.9993125339,459799.10480041214,False,10.214073318975375,1.0,36.77066394831135,ok,DEV_A
P004184,2001-01-03 09:01:43,40.0033204,140.0033136,DEV_A,1,synthetic_points.csv,2001-01-03 09:01:43,484247.5928532521,459740.77641950815,True,58.57840746253053,1.0,210.8822668651099,abnormal_high,DEV_A
P004561,2001-01-03 09:01:44,40.0033,140.0049511,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:44,484387.66827179765,459747.4419114326,False,140.2339176637109,1.0,504.8421035893593,abnormal_high,DEV_A
P004562,2001-01-03 09:01:45,40.0033893,140.0049719,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:45,484388.812205688,459757.47823770635,False,10.101308322125735,1.0,36.36470995965265,ok,DEV_A
P004563,2001-01-03 09:01:46,40.0034797,140.0049887,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:46,484389.60651538684,459767.6149717521,False,10.167807286332156,1.0,36.604106230795765,ok,DEV_A
P004564,2001-01-03 09:01:47,40.0035703,140.0050109,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:47,484390.8608504815,459777.803390572,False,10.265341425385609,1.0,36.955229131388194,ok,DEV_A
P004565,2001-01-03 09:01:48,40.0036607,140.005031,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:48,484391.9371459019,459787.9581293582,False,10.211617484377042,1.0,36.76182294375735,ok,DEV_A
P004566,2001-01-03 09:01:49,40.0037499,140.0050515,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:49,484393.0561300489,459797.9817092018,False,10.085845448095759,1.0,36.30904361314473,ok,DEV_A
P004567,2001-01-03 09:01:50,40.0038409,140.0050692,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:50,484393.9230695548,459808.1900260618,False,10.245063065707866,1.0,36.882227036548315,ok,DEV_A
P004568,2001-01-03 09:01:51,40.0033186,140.004967,DEV_A,3,synthetic_points.csv,2001-01-03 09:01:51,484388.8950380018,459749.59545332537,True,58.80990609974462,1.0,211.71566195908065,abnormal_high,DEV_A
P004945,2001-01-03 09:01:52,40.0049506,140.0,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:52,483952.8782968374,459903.8537218395,False,462.49995889797714,1.0,1664.9998520327176,abnormal_high,DEV_A
P004946,2001-01-03 09:01:53,40.0050399,140.0000197,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:53,483953.9287239479,459913.8839388663,False,10.085070684915305,1.0,36.3062544656951,ok,DEV_A
P004947,2001-01-03 09:01:54,40.0051311,140.0000395,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:54,483954.97422304057,459924.1258256198,False,10.295111103029525,1.0,37.06239997090629,ok,DEV_A
P004948,2001-01-03 09:01:55,40.0052203,140.0000603,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:55,483956.1193441805,459934.15092789254,False,10.090291274495364,1.0,36.325048588183314,ok,DEV_A
P004949,2001-01-03 09:01:56,40.0053091,140.0000808,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:56,483957.24165941385,459944.1299482321,False,10.041933998000856,1.0,36.15096239280308,ok,DEV_A
P004950,2001-01-03 09:01:57,40.0054004,140.0001006,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:57,483958.28643233475,459954.38294832374,False,10.306093408052888,1.0,37.1019362689904,ok,DEV_A
P004951,2001-01-03 09:01:58,40.0054886,140.0001212,DEV_A,0,synthetic_points.csv,2001-01-03 09:01:58,483959.4215341714,459964.2958440299,False,9.977672948206319,1.0,35.91962261354275,ok,DEV_A
P004952,2001-01-03 09:01:59,40.004968,140.0000197,DEV_A,3,synthetic_points.csv,2001-01-03 09:01:59,483954.438361713,459905.89455710235,True,58.613499490704534,1.0,211.00859816653633,abnormal_high,DEV_A
P005287,2001-01-03 09:02:00,40.004951,140.0016516,DEV_A,0,synthetic_points.csv,2001-01-03 09:02:00,484094.00752485706,459912.902176023,False,139.74497494960332,1.0,503.08190981857194,abnormal_high,DEV_A
P005288,2001-01-03 09:02:01,40.005041,140.0016703,DEV_A,0,synthetic_points.csv,2001-01-03 09:02:01,484094.9673519692,459923.0047595651,False,10.148076778910896,1.0,36.533076404079225,ok,DEV_A
P005289,2001-01-03 09:02:02,40.0051304,140.0016902,DEV_A,0,synthetic_points.csv,2001-01-03 09:02:02,484096.03396963404,459933.0472157848,False,10.098940546756713,1.0,36.35618596832417,ok,DEV_A
P005290,2001-01-03 09:02:03,40.0052204,140.0017114,DEV_A,0,synthetic_points.csv,2001-01-03 09:02:03,484097.2074142812,459943.16343164205,False,10.184046131613936,1.0,36.66256607381017,ok,DEV_A
P005291,2001-01-03 09:02:04,40.0053113,140.0017317,DEV_A,0,synthetic_points.csv,2001-01-03 09:02:04,484098.2975654541,459953.37474696594,False,10.269342248832402,1.0,36.96963209579665,ok,DEV_A
P005292,2001-01-03 09:02:05,40.0054013,140.0017512,DEV_A,0,synthetic_points.csv,2001-01-03 09:02:05,484099.32573117275,459963.4816945111,False,10.159109873663539,1.0,36.57279554518874,ok,DEV_A
P005293,2001-01-03 09:02:06,40.0054895,140.0017699,DEV_A,0,synthetic_points.csv,2001-01-03 09:02:06,484100.2982931973,459973.3842680055,False,9.950218022932049,1.0,35.82078488255538,ok,DEV_A
P005294,2001-01-03 09:02:07,40.0049691,140.0016676,DEV_A,1,synthetic_points.csv,2001-01-03 09:02:07,484095.2464197776,459915.00065212813,True,58.60177495574512,1.0,210.96638984068244,abnormal_high,DEV_A
